Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8868705449528628,0.5115151515151515,0.4207377866400797,0.9476283300844704,0.461706783369803,0.4015478957744969
"LR:0.0001, Dropout:0.7",0.8912393653713497,0.546644844517185,0.333000997008973,0.9640025990903184,0.4138785625774473,0.3711950359308716
"LR:0.0001, Dropout:0.8",0.8839963209933318,0.4961340206185567,0.3838484546360917,0.9491877842755037,0.4328274311410905,0.3731624984869176
"LR:0.0001, Dropout:0.9",0.88939986203725,0.5357766143106457,0.3060817547357926,0.965432098765432,0.3895939086294416,0.3495890140762251
"LR:0.001, Dropout:0.6",0.8830765693262819,0.4915865384615384,0.4077766699900299,0.945029239766082,0.4457765667574931,0.3831351485494876
"LR:0.001, Dropout:0.7",0.8846861347436192,,0.0,1.0,,
"LR:0.001, Dropout:0.8",0.886525638077719,0.5118694362017804,0.3439680957128614,0.9572449642625082,0.4114490161001788,0.3598348051811146
"LR:0.001, Dropout:0.9",0.8922740859967808,0.5634615384615385,0.292123629112662,0.9705003248862898,0.3847669074195666,0.3538049374654735
"LR:0.01, Dropout:0.6",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8846861347436192,,0.0,1.0,,
