Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.5",0.8663646659116648,0.3576642335766423,0.248730964467005,0.9439133205863608,0.2934131736526946,0.2267148089176257
"LR:0.0001, Dropout:0.6",0.8674971687429218,0.3609022556390977,0.2436548223350254,0.945825366475462,0.2909090909090908,0.2260421767529396
"LR:0.0001, Dropout:0.7",0.8652321630804077,0.3410852713178294,0.2233502538071066,0.945825366475462,0.2699386503067485,0.2046742310850631
"LR:0.0001, Dropout:0.8",0.8601359003397508,0.3287671232876712,0.2436548223350254,0.9375398342893564,0.2798833819241982,0.2071362149557414
"LR:0.0001, Dropout:0.9",0.8680634201585504,0.3448275862068966,0.2030456852791878,0.951561504142766,0.2555910543130991,0.1964731931124156
"LR:0.001, Dropout:0.5",0.8584371460928653,0.2845528455284553,0.1776649746192893,0.9439133205863608,0.21875,0.1503589543340873
"LR:0.001, Dropout:0.6",0.862400906002265,0.3544303797468354,0.2842639593908629,0.9349904397705544,0.3154929577464789,0.2418362139089926
"LR:0.001, Dropout:0.7",0.8788221970554927,0.4141414141414141,0.2081218274111675,0.963033779477374,0.277027027027027,0.2342342068583655
"LR:0.001, Dropout:0.8",0.8720271800679502,0.3669724770642202,0.2030456852791878,0.9560229445506692,0.261437908496732,0.2080916347044488
"LR:0.001, Dropout:0.9",0.8816534541336354,0.4302325581395348,0.1878172588832487,0.9687699171446782,0.2614840989399293,0.2290323927542314
"LR:0.01, Dropout:0.5",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.6",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8884484711211778,,0.0,1.0,,
