Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8686296715741789,0.36,0.2284263959390862,0.9490121096239644,0.2795031055900621,0.2178126801181658
"LR:0.0001, Dropout:0.7",0.8652321630804077,0.336,0.2131979695431472,0.947100063734863,0.2608695652173913,0.1967720824471649
"LR:0.0001, Dropout:0.8",0.8703284258210645,0.373015873015873,0.2385786802030456,0.9496494582536648,0.2910216718266254,0.2302088076488448
"LR:0.0001, Dropout:0.9",0.8754246885617214,0.3789473684210526,0.182741116751269,0.9623964308476736,0.2465753424657534,0.202522993358143
"LR:0.001, Dropout:0.6",0.8708946772366931,0.3551401869158878,0.1928934010152284,0.9560229445506692,0.25,0.1965042161933361
"LR:0.001, Dropout:0.7",0.8759909399773499,0.3981481481481481,0.2182741116751269,0.958572339069471,0.2819672131147541,0.2323468516664236
"LR:0.001, Dropout:0.8",0.8725934314835787,0.3571428571428571,0.1776649746192893,0.959847036328872,0.2372881355932203,0.1890924361358408
"LR:0.001, Dropout:0.9",0.8748584371460929,0.3947368421052631,0.2284263959390862,0.9560229445506692,0.2893890675241157,0.2363002844559789
"LR:0.01, Dropout:0.6",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8884484711211778,,0.0,1.0,,
