Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8640996602491506,0.3612903225806451,0.2842639593908629,0.9369024856596558,0.3181818181818182,0.246065203024887
"LR:0.0001, Dropout:0.7",0.863533408833522,0.3428571428571428,0.2436548223350254,0.9413639260675588,0.28486646884273,0.2155936847377916
"LR:0.0001, Dropout:0.8",0.8725934314835787,0.3833333333333333,0.233502538071066,0.952836201402167,0.2902208201892745,0.2330999603784918
"LR:0.0001, Dropout:0.9",0.8776896942242356,0.382716049382716,0.1573604060913705,0.9681325685149776,0.2230215827338129,0.1888519773869868
"LR:0.001, Dropout:0.6",0.8640996602491506,0.3252032520325203,0.2030456852791878,0.947100063734863,0.25,0.1856890473852593
"LR:0.001, Dropout:0.7",0.8737259343148358,0.375,0.1979695431472081,0.958572339069471,0.2591362126245847,0.2093355350777205
"LR:0.001, Dropout:0.8",0.8708946772366931,0.3368421052631579,0.1624365482233502,0.959847036328872,0.2191780821917808,0.170632878891637
"LR:0.001, Dropout:0.9",0.8799546998867497,0.4,0.1522842639593908,0.97131931166348,0.2205882352941176,0.1929626184023837
"LR:0.01, Dropout:0.6",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8884484711211778,,0.0,1.0,,
