Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8725934314835787,0.3771929824561403,0.2182741116751269,0.9547482472912684,0.2765273311897106,0.2216610400039598
"LR:0.0001, Dropout:0.7",0.8618346545866364,0.3422818791946309,0.2588832487309644,0.9375398342893564,0.2947976878612716,0.2224789694118564
"LR:0.0001, Dropout:0.8",0.8663646659116648,0.3617021276595745,0.2588832487309644,0.9426386233269598,0.3017751479289941,0.2340617969105821
"LR:0.0001, Dropout:0.9",0.8714609286523216,0.3469387755102041,0.1725888324873096,0.9592096876991716,0.2305084745762711,0.1812358287055779
"LR:0.001, Dropout:0.6",0.8657984144960362,0.3387096774193548,0.2131979695431472,0.9477374123645634,0.2616822429906542,0.198289035743008
"LR:0.001, Dropout:0.7",0.8714609286523216,0.3636363636363636,0.2030456852791878,0.9553855959209688,0.260586319218241,0.2063759143121812
"LR:0.001, Dropout:0.8",0.8657984144960362,0.3333333333333333,0.2030456852791878,0.9490121096239644,0.252365930599369,0.190216302135376
"LR:0.001, Dropout:0.9",0.8731596828992072,0.3714285714285714,0.1979695431472081,0.9579349904397706,0.2582781456953643,0.2075505379885711
"LR:0.01, Dropout:0.6",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8884484711211778,,0.0,1.0,,
