Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8887100482869625,0.5264750378214826,0.3469591226321037,0.959324236517219,0.4182692307692308,0.3691734551855241
"LR:0.0001, Dropout:0.7",0.8859507932858128,0.5073825503355704,0.3768693918245264,0.9523066926575698,0.4324942791762013,0.375698469646241
"LR:0.0001, Dropout:0.8",0.8884801103702,0.5238095238095238,0.361914257228315,0.9571150097465888,0.428066037735849,0.3763032933118507
"LR:0.0001, Dropout:0.9",0.8927339618303058,0.5589225589225589,0.3310069790628115,0.96595191682911,0.4157795867251096,0.3760176057235093
"LR:0.001, Dropout:0.6",0.8860657622441941,0.5081743869209809,0.3718843469591226,0.9530864197530864,0.4294761082325849,0.3734095475182659
"LR:0.001, Dropout:0.7",0.8806622212002759,0.473035439137134,0.3060817547357926,0.9555555555555556,0.3716707021791767,0.3180249128698867
"LR:0.001, Dropout:0.8",0.8914693032881122,0.5431918008784773,0.3698903290129611,0.9594541910331384,0.4400948991696322,0.3910597380549165
"LR:0.001, Dropout:0.9",0.8927339618303058,0.5648148148148148,0.3040877367896311,0.9694606887589344,0.3953337653920932,0.3620764409093347
"LR:0.01, Dropout:0.6",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8846861347436192,,0.0,1.0,,
