Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.5",0.8652321630804077,0.3546099290780142,0.2538071065989847,0.9420012746972594,0.2958579881656805,0.2274257434606296
"LR:0.0001, Dropout:0.6",0.8703284258210645,0.3823529411764705,0.2639593908629442,0.9464627151051626,0.3123123123123123,0.2484692741697637
"LR:0.0001, Dropout:0.7",0.8686296715741789,0.3553719008264462,0.2182741116751269,0.9502868068833652,0.270440251572327,0.2100515244745685
"LR:0.0001, Dropout:0.8",0.8691959229898075,0.3229166666666667,0.1573604060913705,0.958572339069471,0.2116040955631399,0.1609744138497061
"LR:0.0001, Dropout:0.9",0.8737259343148358,0.37,0.1878172588832487,0.959847036328872,0.2491582491582491,0.2011326535154193
"LR:0.001, Dropout:0.5",0.8640996602491506,0.3383458646616541,0.2284263959390862,0.9439133205863608,0.2727272727272727,0.2055942888222436
"LR:0.001, Dropout:0.6",0.8561721404303511,0.3137254901960784,0.2436548223350254,0.9330783938814532,0.2742857142857143,0.1977879670643907
"LR:0.001, Dropout:0.7",0.8714609286523216,0.3333333333333333,0.1522842639593908,0.9617590822179732,0.2090592334494773,0.1632511595108086
"LR:0.001, Dropout:0.8",0.8742921857304643,0.3786407766990291,0.1979695431472081,0.9592096876991716,0.26,0.2111421828676943
"LR:0.001, Dropout:0.9",0.8856172140430351,0.4657534246575342,0.1725888324873096,0.9751434034416826,0.2518518518518519,0.2336307196253779
"LR:0.01, Dropout:0.5",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.6",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8884484711211778,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8884484711211778,,0.0,1.0,,
