Model,Accuracy,Precision,Recall,Specificity,F1,MCC
"LR:0.0001, Dropout:0.6",0.8835364451598069,0.4931693989071038,0.3599202392821535,0.951786874593892,0.4161383285302593,0.3586128117293877
"LR:0.0001, Dropout:0.7",0.8843412278684755,0.4979811574697174,0.3688933200398803,0.9515269655620532,0.4238258877434135,0.3661510491749961
"LR:0.0001, Dropout:0.8",0.8861807312025753,0.5089655172413793,0.3678963110667996,0.9537361923326836,0.4270833333333333,0.371650588043618
"LR:0.0001, Dropout:0.9",0.8930788687054495,0.5597381342062193,0.3409770687936191,0.9650422352176738,0.4237918215613384,0.3824628659042798
"LR:0.001, Dropout:0.6",0.8895148309956312,0.5328125,0.3399800598205383,0.961143599740091,0.4150943396226415,0.3683799968543227
"LR:0.001, Dropout:0.7",0.8888250172453438,0.5279503105590062,0.3389830508474576,0.9604938271604938,0.4128718882817243,0.3653165346400848
"LR:0.001, Dropout:0.8",0.8874453897447689,0.5186915887850467,0.3320039880358923,0.9598440545808968,0.4048632218844985,0.3565203471171783
"LR:0.001, Dropout:0.9",0.8925040239135433,0.551051051051051,0.3659022931206381,0.961143599740091,0.4397843019772319,0.3928389247125852
"LR:0.01, Dropout:0.6",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.7",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.8",0.8846861347436192,,0.0,1.0,,
"LR:0.01, Dropout:0.9",0.8846861347436192,,0.0,1.0,,
